timestamp,symbol,strategy,side,entry,stop,exit,size,pnl,r_multiple
2026-04-14T14:45:00+00:00,AAPL,mean_reversion,sell,73.8852,74.2752,74.0948,13.3253,-2.79,-0.54
2026-04-14T15:00:00+00:00,AAPL,mean_reversion,sell,74.0652,74.4456,74.4605,13.4613,-5.32,-1.04
2026-04-14T15:15:00+00:00,AAPL,mean_reversion,sell,74.2751,74.6662,74.6811,13.183,-5.35,-1.04
2026-04-14T15:30:00+00:00,AAPL,mean_reversion,sell,74.5451,74.9369,74.9519,13.0884,-5.32,-1.04
2026-04-15T01:30:00+00:00,AAPL,mean_reversion,buy,80.5761,80.1591,80.1431,12.18,-5.27,-1.04
2026-04-15T01:45:00+00:00,AAPL,mean_reversion,buy,80.3261,79.9097,79.8937,12.1523,-5.25,-1.04
2026-04-15T02:00:00+00:00,AAPL,mean_reversion,buy,79.836,79.421,79.4051,12.1611,-5.24,-1.04
2026-04-15T02:15:00+00:00,AAPL,mean_reversion,buy,79.3559,78.9422,78.9264,12.1335,-5.21,-1.04
2026-04-16T00:15:00+00:00,AAPL,mean_reversion,sell,81.2737,81.6937,81.7101,11.8126,-5.15,-1.04
2026-04-16T00:30:00+00:00,AAPL,mean_reversion,sell,81.6937,82.1148,81.9264,11.6889,-2.72,-0.55
2026-04-16T00:45:00+00:00,AAPL,mean_reversion,sell,81.8936,82.3153,82.3317,11.6272,-5.09,-1.04
2026-04-16T01:00:00+00:00,AAPL,mean_reversion,sell,82.1236,82.5559,82.5724,11.3891,-5.11,-1.04
2026-04-17T00:15:00+00:00,AAPL,mean_reversion,sell,78.0644,78.4657,78.4814,12.0669,-5.03,-1.04
2026-04-17T00:30:00+00:00,AAPL,mean_reversion,sell,78.4043,78.8065,78.5657,11.9504,-1.93,-0.4
2026-04-17T00:45:00+00:00,AAPL,mean_reversion,sell,78.5343,78.9469,78.7557,11.7823,-2.61,-0.54
2026-04-17T01:00:00+00:00,AAPL,mean_reversion,sell,78.7243,79.1374,79.1532,11.7354,-5.03,-1.04
2026-04-18T00:15:00+00:00,AAPL,mean_reversion,sell,75.8148,76.21,76.2253,12.2034,-5.01,-1.04
2026-04-18T00:30:00+00:00,AAPL,mean_reversion,sell,76.1848,76.581,76.3653,12.1072,-2.19,-0.46
2026-04-18T00:45:00+00:00,AAPL,mean_reversion,sell,76.3347,76.7314,76.5553,12.0547,-2.66,-0.56
2026-04-18T01:00:00+00:00,AAPL,mean_reversion,sell,76.5247,76.9218,76.9372,11.9901,-4.95,-1.04
2026-04-19T01:30:00+00:00,AAPL,mean_reversion,sell,73.7852,74.165,74.1798,12.3682,-4.88,-1.04
2026-04-19T01:45:00+00:00,AAPL,mean_reversion,sell,74.1152,74.5058,74.5207,12.0794,-4.9,-1.04
2026-04-19T02:00:00+00:00,AAPL,mean_reversion,sell,74.5051,74.8968,74.9118,11.9831,-4.87,-1.04
2026-04-19T02:15:00+00:00,AAPL,mean_reversion,sell,74.6951,75.0872,75.1023,11.9035,-4.85,-1.04
2026-04-20T00:15:00+00:00,AAPL,mean_reversion,buy,75.7852,75.3911,75.376,11.7861,-4.82,-1.04
2026-04-20T00:30:00+00:00,AAPL,mean_reversion,buy,75.4651,75.0719,75.0568,11.7473,-4.8,-1.04
2026-04-20T00:45:00+00:00,AAPL,mean_reversion,buy,75.215,74.8225,74.8075,11.7032,-4.77,-1.04
2026-04-20T01:00:00+00:00,AAPL,mean_reversion,buy,74.785,74.4035,74.3886,11.7544,-4.66,-1.04
2026-04-21T00:15:00+00:00,AAPL,mean_reversion,buy,86.7373,86.2838,86.2665,10.0197,-4.72,-1.04
2026-04-21T00:30:00+00:00,AAPL,mean_reversion,buy,86.2672,85.8249,85.8077,10.0812,-4.63,-1.04
2026-04-21T00:45:00+00:00,AAPL,mean_reversion,buy,85.8272,85.376,85.3589,9.9645,-4.67,-1.04
2026-04-21T01:00:00+00:00,AAPL,mean_reversion,buy,85.157,84.7077,84.6908,9.9491,-4.64,-1.04
2026-04-22T00:15:00+00:00,AAPL,mean_reversion,sell,91.9816,92.4606,92.1284,9.288,-1.36,-0.31
2026-04-22T00:30:00+00:00,AAPL,mean_reversion,sell,92.0916,92.5708,92.2484,9.2677,-1.45,-0.33
2026-04-22T00:45:00+00:00,AAPL,mean_reversion,sell,92.2116,92.6911,92.3785,9.2459,-1.54,-0.35
2026-04-22T01:00:00+00:00,AAPL,mean_reversion,sell,92.3415,92.8315,92.2684,9.0266,0.66,0.15
2026-04-14T14:45:00+00:00,MSFT,mean_reversion,sell,71.7656,72.1399,72.1543,11.8348,-4.6,-1.04
2026-04-14T15:00:00+00:00,MSFT,mean_reversion,sell,72.0956,72.4707,72.4852,11.744,-4.58,-1.04
2026-04-14T15:15:00+00:00,MSFT,mean_reversion,sell,72.2955,72.6712,72.6858,11.6539,-4.55,-1.04
2026-04-14T15:30:00+00:00,MSFT,mean_reversion,sell,72.6355,73.0121,73.0267,11.5367,-4.51,-1.04
2026-04-15T01:30:00+00:00,MSFT,mean_reversion,buy,78.4557,78.0544,78.0388,10.6276,-4.43,-1.04
2026-04-15T01:45:00+00:00,MSFT,mean_reversion,buy,78.1456,77.7452,77.7296,10.6131,-4.42,-1.04
2026-04-15T02:00:00+00:00,MSFT,mean_reversion,buy,77.6855,77.2863,77.2708,10.619,-4.4,-1.04
2026-04-15T02:15:00+00:00,MSFT,mean_reversion,buy,77.3255,76.9272,76.9118,10.6116,-4.39,-1.04
2026-04-16T00:15:00+00:00,MSFT,mean_reversion,sell,79.1242,79.5283,79.5442,10.3107,-4.33,-1.04
2026-04-16T00:30:00+00:00,MSFT,mean_reversion,sell,79.5141,79.9293,79.9453,10.1629,-4.38,-1.04
2026-04-16T00:45:00+00:00,MSFT,mean_reversion,sell,79.774,80.19,80.206,10.0916,-4.36,-1.04
2026-04-16T01:00:00+00:00,MSFT,mean_reversion,sell,80.154,80.5709,80.587,10.0133,-4.34,-1.04
2026-04-17T00:15:00+00:00,MSFT,mean_reversion,sell,75.9448,76.3404,76.3556,10.4973,-4.31,-1.04
2026-04-17T00:30:00+00:00,MSFT,mean_reversion,sell,76.2248,76.6211,76.4153,10.418,-1.98,-0.48
2026-04-17T00:45:00+00:00,MSFT,mean_reversion,sell,76.3847,76.7815,76.7968,10.3703,-4.27,-1.04
2026-04-17T01:00:00+00:00,MSFT,mean_reversion,sell,76.6947,77.0923,76.9154,10.2727,-2.27,-0.56
2026-04-18T00:15:00+00:00,MSFT,mean_reversion,sell,73.9052,74.2852,74.3001,10.6297,-4.2,-1.04
2026-04-18T00:30:00+00:00,MSFT,mean_reversion,sell,74.1852,74.5659,74.3649,10.533,-1.89,-0.47
2026-04-18T00:45:00+00:00,MSFT,mean_reversion,sell,74.3351,74.7163,74.7313,10.4863,-4.15,-1.04
2026-04-18T01:00:00+00:00,MSFT,mean_reversion,sell,74.6151,74.997,74.785,10.3914,-1.77,-0.44
2026-04-19T01:30:00+00:00,MSFT,mean_reversion,sell,71.7956,72.17,72.1844,10.7471,-4.18,-1.04
2026-04-19T01:45:00+00:00,MSFT,mean_reversion,sell,72.2056,72.581,72.5955,10.6558,-4.16,-1.04
2026-04-19T02:00:00+00:00,MSFT,mean_reversion,sell,72.5055,72.8918,72.7245,10.2939,-2.25,-0.57
2026-04-19T02:15:00+00:00,MSFT,mean_reversion,sell,72.6955,73.0722,73.0868,10.4958,-4.11,-1.04
2026-04-20T00:15:00+00:00,MSFT,mean_reversion,buy,73.8148,73.436,73.4213,10.2851,-4.05,-1.04
2026-04-20T00:30:00+00:00,MSFT,mean_reversion,buy,73.3447,72.9572,72.9426,10.1246,-4.07,-1.04
2026-04-20T00:45:00+00:00,MSFT,mean_reversion,buy,73.0346,72.6479,72.6334,10.091,-4.05,-1.04
2026-04-20T01:00:00+00:00,MSFT,mean_reversion,buy,72.6345,72.2589,72.2444,10.2846,-4.01,-1.04
2026-04-21T00:15:00+00:00,MSFT,mean_reversion,buy,84.7469,84.3087,84.2918,8.7674,-3.99,-1.04
2026-04-21T00:30:00+00:00,MSFT,mean_reversion,buy,84.3569,83.9197,83.9029,8.7606,-3.98,-1.04
2026-04-21T00:45:00+00:00,MSFT,mean_reversion,buy,83.8268,83.391,83.3743,8.7685,-3.97,-1.04
2026-04-21T01:00:00+00:00,MSFT,mean_reversion,buy,83.1566,82.7227,82.7061,8.7572,-3.95,-1.04
2026-04-22T00:15:00+00:00,MSFT,mean_reversion,sell,89.912,90.3754,90.098,8.0837,-1.5,-0.4
2026-04-22T00:30:00+00:00,MSFT,mean_reversion,sell,90.062,90.5358,90.098,7.9586,-0.29,-0.08
2026-04-22T03:15:00+00:00,MSFT,mean_reversion,buy,88.5877,88.1291,88.1115,8.1876,-3.9,-1.04
2026-04-22T03:30:00+00:00,MSFT,mean_reversion,buy,88.1276,87.6703,87.6527,8.1861,-3.89,-1.04
2026-04-14T14:45:00+00:00,AMD,mean_reversion,sell,57.1386,57.4432,57.2514,12.2317,-1.38,-0.37
2026-04-14T15:00:00+00:00,AMD,mean_reversion,sell,57.2286,57.5234,57.3915,12.5089,-2.04,-0.55
2026-04-14T15:15:00+00:00,AMD,mean_reversion,sell,57.3685,57.6638,57.6753,12.4428,-3.82,-1.04
2026-04-14T15:30:00+00:00,AMD,mean_reversion,sell,57.5785,57.8743,57.8859,12.3311,-3.79,-1.04
2026-04-15T01:15:00+00:00,AMD,mean_reversion,buy,62.7626,62.4335,62.421,11.1598,-3.81,-1.04
2026-04-15T01:30:00+00:00,AMD,mean_reversion,buy,62.5325,62.2041,62.1917,11.1198,-3.79,-1.04
2026-04-15T01:45:00+00:00,AMD,mean_reversion,buy,62.0724,61.7552,61.7429,11.2594,-3.71,-1.04
2026-04-15T02:00:00+00:00,AMD,mean_reversion,buy,61.6423,61.3263,61.314,11.2778,-3.7,-1.04
2026-04-16T00:15:00+00:00,AMD,mean_reversion,sell,60.4179,60.7314,60.7436,11.4405,-3.73,-1.04
2026-04-16T00:30:00+00:00,AMD,mean_reversion,sell,60.7179,61.0322,61.0444,11.3226,-3.7,-1.04
2026-04-16T00:45:00+00:00,AMD,mean_reversion,sell,61.0678,61.3831,61.2322,11.1971,-1.84,-0.52
2026-04-16T01:00:00+00:00,AMD,mean_reversion,sell,61.2078,61.5334,61.5458,10.8802,-3.68,-1.04
2026-04-17T00:15:00+00:00,AMD,mean_reversion,sell,54.4191,54.7064,54.5709,12.271,-1.86,-0.53
2026-04-17T00:30:00+00:00,AMD,mean_reversion,sell,54.5491,54.8267,54.8377,12.3999,-3.58,-1.04
